aF1,bF1,cF1,dF1,F2,F3,F4,F5,F6,aF7,bF7,CF7,aF8,bF8,cF8,aF9,bF9,cF9,dF9,af10,bf10,cf10,df10,Label
0.5965987476,0.8675951362,0.8864105172,0.7307341764,0.4490663671,1.143140437,1.123495849,0.9546601201,2.750068253,0.488585344,0.4191549688,0.5744590974,0.488585344,0.4191549688,0.5744590974,1.47948918,1.169915998,0.7479850171,0.4117272416,0.1141458548,0.1398916536,0.1184761743,0.09574277703,Person 7
0.5916207941,0.8528573597,0.8884249561,0.7200215932,0.4528940886,1.060233272,1.111437277,0.7979783575,2.738041476,0.5632543821,0.4271034708,0.6446393235,0.5632543821,0.4271034708,0.6446393235,1.101557035,0.9034399976,0.5377011911,0.2294295924,0.1205382022,0.1468110451,0.1237708418,0.09796428031,Person 7
0.5678324095,0.877073251,0.9154654065,0.7525278172,0.4518330619,1.089912494,1.119871181,0.8421622519,2.852034114,0.3975113651,0.273361672,0.5268954403,0.3975113651,0.273361672,0.5268954403,1.186934989,0.9531176806,0.60620294,0.2808384054,0.1197166507,0.145387993,0.1276810063,0.1031714274,Person 8
0.5803977816,0.875061767,0.9013779319,0.7383324429,0.4532855818,1.042874386,1.107466523,0.8180156373,2.814645454,0.4240023864,0.3346933218,0.5533268301,0.4240023864,0.3346933218,0.5533268301,1.30571747,0.9939462947,0.6138857454,0.2945036731,0.1227676439,0.1487001312,0.1290089726,0.1023582909,Person 8
0.5782541146,0.875297549,0.9099456631,0.7652203778,0.4498853514,1.085555867,1.119290687,0.8152019778,2.749871647,0.4198121773,0.3031689191,0.4872192699,0.4198121773,0.3031689191,0.4872192699,1.073240357,0.8643543628,0.5288074524,0.2306697185,0.1211330455,0.1461907102,0.124674963,0.1029170643,Person 8
0.5678324095,0.877073251,0.9154654065,0.7525278172,0.4518330619,1.089912494,1.119871181,0.8421622519,2.852034114,0.3975113651,0.273361672,0.5268954403,0.3975113651,0.273361672,0.5268954403,1.186934989,0.9531176806,0.60620294,0.2808384054,0.1197166507,0.145387993,0.1276810063,0.1031714274,Person 8
0.5803977816,0.875061767,0.9013779319,0.7383324429,0.4532855818,1.042874386,1.107466523,0.8180156373,2.814645454,0.4240023864,0.3346933218,0.5533268301,0.4240023864,0.3346933218,0.5533268301,1.30571747,0.9939462947,0.6138857454,0.2945036731,0.1227676439,0.1487001312,0.1290089726,0.1023582909,Person 8
0.5782541146,0.875297549,0.9099456631,0.7652203778,0.4498853514,1.085555867,1.119290687,0.8152019778,2.749871647,0.4198121773,0.3031689191,0.4872192699,0.4198121773,0.3031689191,0.4872192699,1.073240357,0.8643543628,0.5288074524,0.2306697185,0.1211330455,0.1461907102,0.124674963,0.1029170643,Person 8
0.5678324095,0.877073251,0.9154654065,0.7525278172,0.4518330619,1.089912494,1.119871181,0.8421622519,2.852034114,0.3975113651,0.273361672,0.5268954403,0.3975113651,0.273361672,0.5268954403,1.186934989,0.9531176806,0.60620294,0.2808384054,0.1197166507,0.145387993,0.1276810063,0.1031714274,Person 8
0.5803977816,0.875061767,0.9013779319,0.7383324429,0.4532855818,1.042874386,1.107466523,0.8180156373,2.814645454,0.4240023864,0.3346933218,0.5533268301,0.4240023864,0.3346933218,0.5533268301,1.30571747,0.9939462947,0.6138857454,0.2945036731,0.1227676439,0.1487001312,0.1290089726,0.1023582909,Person 8
0.6032358008,0.8471520129,0.9302393416,0.8007816501,0.4584042697,1.178582509,1.11784053,0.7833331809,2.855858689,0.6266413609,0.2860025491,0.5307465637,0.6266413609,0.2860025491,0.5307465637,0.8502327613,0.7150348963,0.4476193418,0.1615361856,0.114665119,0.1372431986,0.1212544919,0.1032994636,Person 9
0.6480272992,0.8549838429,0.9018596754,0.7440259873,0.4662593645,1.052580643,1.116198923,0.7042404305,2.76690114,0.7007082476,0.4742074003,0.7626416895,0.7007082476,0.4742074003,0.7626416895,0.878891977,0.656104329,0.3747114271,0.1017606861,0.1279498555,0.1452622052,0.1302675422,0.1050656052,Person 9
0.6157762426,0.8357391619,0.9322081583,0.7919977108,0.4464250907,1.162785847,1.127765668,0.8594192347,2.720931774,0.7467660398,0.308196681,0.6374276539,0.7467660398,0.308196681,0.6374276539,1.06159124,0.8739223658,0.5580438387,0.2376000765,0.1111525466,0.1374393207,0.1227031496,0.1041457855,Person 9
0.5959142866,0.8516717157,0.9171871794,0.8063569475,0.4595797192,1.19797242,1.128032322,0.8228325284,2.821864448,0.5799568941,0.3237943894,0.4333412024,0.5799568941,0.3237943894,0.4333412024,0.8959629683,0.7873807703,0.4746111471,0.2011451379,0.1141245109,0.139513989,0.1194272244,0.1041627678,Person 9
0.5808222549,0.8479526927,0.9076873893,0.7715931508,0.465042962,1.119553924,1.118490938,0.7658877687,2.784698926,0.5691875044,0.3455712925,0.5094673584,0.5691875044,0.3455712925,0.5094673584,0.8843206332,0.6780240453,0.4313569927,0.1633346237,0.1255843426,0.143620384,0.1264131966,0.1036447993,Person 9
0.6157762426,0.8357391619,0.9322081583,0.7919977108,0.4464250907,1.162785847,1.127765668,0.8594192347,2.720931774,0.7467660398,0.308196681,0.6374276539,0.7467660398,0.308196681,0.6374276539,1.06159124,0.8739223658,0.5580438387,0.2376000765,0.1111525466,0.1374393207,0.1227031496,0.1041457855,Person 9
0.6032358008,0.8471520129,0.9302393416,0.8007816501,0.4584042697,1.178582509,1.11784053,0.7833331809,2.855858689,0.6266413609,0.2860025491,0.5307465637,0.6266413609,0.2860025491,0.5307465637,0.8502327613,0.7150348963,0.4476193418,0.1615361856,0.114665119,0.1372431986,0.1212544919,0.1032994636,Person 9
0.6480272992,0.8549838429,0.9018596754,0.7440259873,0.4662593645,1.052580643,1.116198923,0.7042404305,2.76690114,0.7007082476,0.4742074003,0.7626416895,0.7007082476,0.4742074003,0.7626416895,0.878891977,0.656104329,0.3747114271,0.1017606861,0.1279498555,0.1452622052,0.1302675422,0.1050656052,Person 9
0.5604107213,0.8522050898,0.8950130187,0.7490761264,0.4455502824,1.003835565,1.097393219,0.864413807,2.806584781,0.5065036416,0.3597978323,0.5001360826,0.5065036416,0.3597978323,0.5001360826,1.406474389,1.122653702,0.7289957363,0.3752475921,0.1240096629,0.1523795094,0.133268185,0.109189119,Person 10
0.5663785002,0.858024828,0.8998239668,0.7476405983,0.4458184572,1.012363787,1.093133279,0.8674423909,2.82346664,0.4868059647,0.3434846374,0.5218079366,0.4868059647,0.3434846374,0.5218079366,1.396060186,1.114558176,0.7412904479,0.3752221225,0.1261071376,0.1523920219,0.1341269532,0.1090032261,Person 10
0.5698343406,0.8643519493,0.9040255865,0.7476430401,0.4455681494,1.026173553,1.092749754,0.8753793881,2.809706301,0.4605770475,0.3258698653,0.5309785961,0.4605770475,0.3258698653,0.5309785961,1.418467345,1.114503383,0.7520661611,0.3772470389,0.1261691188,0.1505361602,0.1334104488,0.1084663941,Person 10
0.5617492501,0.8615383574,0.9033933673,0.7472088016,0.449673275,1.011539282,1.090919574,0.8772688775,2.793339668,0.4618634874,0.3222486418,0.5209814565,0.4618634874,0.3222486418,0.5209814565,1.432663625,1.098373378,0.7453484794,0.384505963,0.1270302809,0.1525296179,0.1342345519,0.1080306984,Person 10
0.5529112816,0.8661591864,0.8923553489,0.7575684255,0.4470814202,1.003537734,1.093620126,0.8750793698,2.837467646,0.4272680249,0.3436404503,0.4302883478,0.4272680249,0.3436404503,0.4302883478,1.442325973,1.087868485,0.7295036544,0.3851792149,0.1262372981,0.1533482306,0.1339813131,0.1096343755,Person 10
0.5625977182,0.8607892333,0.9099059562,0.7556112578,0.4496240025,1.011773546,1.08963767,0.875733469,2.799761363,0.4668501941,0.3021348336,0.5174349054,0.4668501941,0.3021348336,0.5174349054,1.408711612,1.07438045,0.7457845669,0.3846937054,0.1275724533,0.1527456385,0.1351551063,0.1089146173,Person 10
0.5654570195,0.8672485901,0.8952494969,0.755519403,0.44761919,1.011734023,1.089955106,0.8689165997,2.810103248,0.4398777927,0.3470955231,0.4630019773,0.4398777927,0.3470955231,0.4630019773,1.409027386,1.066370765,0.7256297926,0.3790783402,0.1262600504,0.1524920636,0.1336363001,0.1084756875,Person 10
0.5676434796,0.8659894694,0.9160832363,0.7676799435,0.4446973404,1.020658094,1.089913516,0.8646814206,2.826820319,0.4491782535,0.2812733087,0.4974201026,0.4491782535,0.2812733087,0.4974201026,1.384393703,1.064054626,0.7455555496,0.3828943216,0.1264083846,0.15210963,0.1358953463,0.1108825333,Person 10
0.5738979755,0.8735087259,0.9305751679,0.7074129943,0.4527015913,1.184866449,1.134800336,0.9474022906,2.6681918,0.4221853654,0.2317167593,0.7448403414,0.4221853654,0.2317167593,0.7448403414,1.153420382,0.8278389089,0.5815722958,0.2647962537,0.1188953318,0.1344095435,0.1212349437,0.09203524026,Person 11
0.5899520267,0.8670268522,0.9477393299,0.7196889903,0.4459399539,1.168288993,1.131044734,0.9362011535,2.69674598,0.4799178255,0.1886157286,0.8230640916,0.4799178255,0.1886157286,0.8230640916,1.152973873,0.8259882862,0.5811645089,0.2634945121,0.1219327826,0.1357710447,0.1239920764,0.09423845562,Person 11
0.5853217491,0.8701769949,0.9432438935,0.7060116531,0.4501035706,1.152352736,1.131330855,0.9363642977,2.718962438,0.455750796,0.1992454318,0.8328168213,0.455750796,0.1992454318,0.8328168213,1.158148175,0.8360688782,0.5848511699,0.2590578441,0.1233722681,0.138729367,0.1253340492,0.09331712569,Person 11
0.5858197644,0.8664358056,0.9401763371,0.7002614361,0.4501902582,1.144223156,1.135105115,0.9354163342,2.714011445,0.4759677808,0.2131868964,0.854957899,0.4759677808,0.2131868964,0.854957899,1.157874039,0.8307423936,0.5794209741,0.2588173705,0.1235255399,0.1388700596,0.1254554105,0.09320220501,Person 11
0.590109699,0.867573619,0.9364326931,0.7064748422,0.4480647862,1.138441249,1.130265527,0.9222889112,2.656502557,0.4772742378,0.2291011634,0.828784697,0.4772742378,0.2291011634,0.828784697,1.14532748,0.8225505448,0.5735752553,0.2578027699,0.12579402,0.1393769299,0.1245522009,0.0936208546,Person 11
0.5944822298,0.872229919,0.934196082,0.7162422848,0.4462965066,1.155993929,1.129412492,0.9174709036,2.69811298,0.4600221205,0.2369197678,0.7847186698,0.4600221205,0.2369197678,0.7847186698,1.160826451,0.8228305784,0.5688743916,0.2534361667,0.1237298409,0.1380158156,0.1238829487,0.09462375842,Person 11
0.5861663382,0.8632429503,0.932960108,0.710733868,0.4441439956,1.122904648,1.13444863,0.9287440812,2.619096068,0.4935712495,0.2419543514,0.8020389681,0.4935712495,0.2419543514,0.8020389681,1.19324808,0.8575606012,0.6140191473,0.2714302289,0.1244836614,0.141181285,0.1271552724,0.0954610046,Person 11
0.5899610428,0.8685868775,0.9333730867,0.7163534343,0.4467601844,1.124358159,1.134437467,0.93221526,2.663040835,0.4716472995,0.2391268326,0.7788927849,0.4716472995,0.2391268326,0.7788927849,1.223374984,0.863773022,0.6197542928,0.2753830102,0.1240424848,0.1399209961,0.1259840715,0.09620973415,Person 11
0.5736891368,0.8955444858,0.9197114911,0.7451242512,0.457267225,1.103756967,1.12074919,1.122839687,2.7942945,0.3245417995,0.2494552574,0.5424400754,0.3245417995,0.2494552574,0.5424400754,2.414926509,1.377461896,0.9744440525,0.5393526547,0.1242196623,0.1419318947,0.1278256895,0.1001569649,Person 12
0.5736162568,0.8928815037,0.9241130716,0.7458848481,0.454138228,1.111455906,1.12073217,1.119957463,2.773910009,0.3355156797,0.2376924177,0.5582449865,0.3355156797,0.2376924177,0.5582449865,2.46133981,1.403703792,0.969110081,0.4754505564,0.1252058819,0.1432796979,0.1295424269,0.1027117037,Person 12
0.5761568927,0.8865980618,0.9153962356,0.7310019818,0.45458183,1.104072805,1.118563012,1.112533203,2.802062028,0.3652928463,0.2725275281,0.5939748726,0.3652928463,0.2725275281,0.5939748726,2.45678367,1.358818429,0.9671177738,0.5225810223,0.1223539133,0.1419266848,0.1269031511,0.09908679007,Person 12
0.5792977844,0.894878799,0.9379549352,0.7776079288,0.4509031649,1.133791173,1.120386276,1.121428602,2.737766449,0.3331036918,0.1966058222,0.5081009279,0.3331036918,0.1966058222,0.5081009279,2.476437762,1.321845059,0.8639166131,0.4784035051,0.1221461167,0.1386187937,0.1284390598,0.1044670343,Person 12
0.581628087,0.8890959228,0.9237518687,0.7573063022,0.4506424336,1.123158729,1.116366752,1.120465676,2.737577571,0.3607013946,0.247987342,0.5413430189,0.3607013946,0.247987342,0.5413430189,2.511884983,1.356583137,0.9005346887,0.486645008,0.1217205432,0.1398178748,0.1265657306,0.1017531989,Person 12
