aF1,bF1,cF1,dF1,F2,F3,F4,F5,F6,aF7,bF7,CF7,aF8,bF8,cF8,aF9,bF9,cF9,dF9,af10,bf10,cf10,df10,Label
0.5578093449,0.8112710515,0.8823917773,0.7407628648,0.4666003007,1.084545425,1.11034395,0.802281934,2.655336293,0.7446053725,0.4640078546,0.5587783429,0.7446053725,0.4640078546,0.5587783429,0.8971617179,0.7543411237,0.4709420697,0.1733072508,0.1217085651,0.1428837916,0.1216982122,0.1008430529,Person 49
0.5334653771,0.8361939721,0.8964590439,0.7319524319,0.4586816277,1.137719273,1.12527673,0.821320388,2.729873119,0.5410986296,0.3420256884,0.5434128611,0.5410986296,0.3420256884,0.5434128611,0.9305556962,0.7390461291,0.4414582765,0.1101209703,0.1140893346,0.1417856868,0.1183922698,0.09779734339,Person 49
0.5598802087,0.8244641652,0.9139856178,0.7588593095,0.459863011,1.106190474,1.11105533,0.8050963776,2.661446878,0.6634409628,0.3250929624,0.5863027766,0.6634409628,0.3250929624,0.5863027766,1.070103816,0.8461634725,0.4940340081,0.1890070202,0.1178338803,0.1427364775,0.1213279353,0.09771515649,Person 49
0.5578093449,0.8112710515,0.8823917773,0.7407628648,0.4666003007,1.084545425,1.11034395,0.802281934,2.655336293,0.7446053725,0.4640078546,0.5587783429,0.7446053725,0.4640078546,0.5587783429,0.8971617179,0.7543411237,0.4709420697,0.1733072508,0.1217085651,0.1428837916,0.1216982122,0.1008430529,Person 49
0.545666542,0.8205179961,0.9129156628,0.7464487983,0.4600992459,1.114320153,1.115150009,0.8640832499,2.67723897,0.653014569,0.3168414645,0.6056612105,0.653014569,0.3168414645,0.6056612105,1.162527266,0.9328790105,0.596897805,0.269268125,0.1185558899,0.1418244787,0.1229323748,0.0980490389,Person 49
0.5747469007,0.8197432162,0.8964159821,0.7224979862,0.459749948,1.077045601,1.103985422,0.8256744148,2.610195416,0.7357530399,0.4227982681,0.709880047,0.7357530399,0.4227982681,0.709880047,1.143561805,0.9304957927,0.5734443261,0.2429409087,0.1231307354,0.1415497253,0.1245626402,0.0975347838,Person 49
0.606172428,0.89727734,0.9270804524,0.7433677559,0.4571511457,1.156155675,1.137489771,0.9287653211,2.617709304,0.3528716135,0.2504923297,0.6310875872,0.3528716135,0.2504923297,0.6310875872,1.413458452,1.087855509,0.7009635775,0.3176724096,0.1157364012,0.1374915316,0.1241307885,0.09839576276,Person 50
0.6030736878,0.8461587085,0.9125337021,0.71140917,0.4623267291,1.029504157,1.118882777,0.8196403623,2.574817963,0.6328703063,0.3598177198,0.8273834874,0.6328703063,0.3598177198,0.8273834874,1.215644084,0.983696944,0.5773079394,0.2619135392,0.1286448243,0.1476115688,0.1305734757,0.09843206127,Person 50
0.5747065857,0.8651847769,0.9191844113,0.7441995746,0.4586378128,1.111584244,1.145622589,0.9170358098,2.621399411,0.4641147843,0.2782156843,0.6024026655,0.4641147843,0.2782156843,0.6024026655,1.223519875,1.084320405,0.6506540817,0.320925703,0.1206364193,0.1436607883,0.1240568744,0.09720464097,Person 50
0.5973887808,0.8523257207,0.9224887336,0.7404222969,0.458229535,1.112105077,1.145751247,0.8950857354,2.546205138,0.5792580682,0.3040409384,0.7141626347,0.5792580682,0.3040409384,0.7141626347,1.112217408,0.9151769714,0.6049971823,0.2811920112,0.1184137612,0.1426040614,0.1260562836,0.09815082674,Person 50
0.6010725415,0.8656168275,0.9425935755,0.7474675383,0.4604264728,1.125012982,1.139177988,0.9091640503,2.549990894,0.5079798721,0.2170011885,0.7375930896,0.5079798721,0.2170011885,0.7375930896,1.135008234,0.9923989137,0.6757437972,0.3284624679,0.1206123883,0.1429072711,0.1291379668,0.0986767379,Person 50
0.5971588671,0.8747814741,0.9320394087,0.7362509429,0.4559277702,1.14203356,1.128807799,0.8926958571,2.622201518,0.4510386499,0.2447948746,0.7052324301,0.4510386499,0.2447948746,0.7052324301,1.154662918,0.9796330552,0.6397448929,0.2971534168,0.1167114668,0.1423005823,0.1241717726,0.09553755116,Person 50
0.6030736878,0.8461587085,0.9125337021,0.71140917,0.4623267291,1.029504157,1.118882777,0.8196403623,2.574817963,0.6328703063,0.3598177198,0.8273834874,0.6328703063,0.3598177198,0.8273834874,1.215644084,0.983696944,0.5773079394,0.2619135392,0.1286448243,0.1476115688,0.1305734757,0.09843206127,Person 50
0.606172428,0.89727734,0.9270804524,0.7433677559,0.4571511457,1.156155675,1.137489771,0.9287653211,2.617709304,0.3528716135,0.2504923297,0.6310875872,0.3528716135,0.2504923297,0.6310875872,1.413458452,1.087855509,0.7009635775,0.3176724096,0.1157364012,0.1374915316,0.1241307885,0.09839576276,Person 50
0.6244035224,0.9087108117,0.9841206152,0.8745375805,0.4469665168,1.277965465,1.140290538,0.9987605679,2.682734615,0.3210933794,0.05585289361,0.3854387098,0.3210933794,0.05585289361,0.3854387098,1.398017907,0.908627144,0.6159801913,0.3247201606,0.1172767817,0.1269944192,0.1206851304,0.1072700779,Person 51
0.6155342438,0.9073665633,0.9863623943,0.8690065402,0.4504757094,1.294913905,1.136018161,0.9944512505,2.785968593,0.3174200748,0.04673096431,0.402134535,0.3174200748,0.04673096431,0.402134535,1.377021774,0.8987473737,0.6175441863,0.3342187359,0.1154095208,0.1261758679,0.1205104658,0.1065783877,Person 51
0.6150864797,0.9081173117,0.989729275,0.8589581961,0.4522769213,1.284844014,1.137378121,0.9966619703,2.784492923,0.3135597972,0.03504998071,0.4462707148,0.3135597972,0.03504998071,0.4462707148,1.380959931,0.8965102701,0.6152742422,0.3431584422,0.1164219096,0.1279387353,0.1216731842,0.1059015234,Person 51
0.6243801277,0.9079872504,0.9809638276,0.8628414473,0.4492389962,1.256698332,1.141419414,0.9829697455,2.765463153,0.3244373719,0.06712162998,0.4165000484,0.3244373719,0.06712162998,0.4165000484,1.383460033,0.8879462486,0.6058909901,0.3480785501,0.1192078251,0.1292805633,0.1216740822,0.1068568095,Person 51
0.6202859299,0.9005472694,0.979432365,0.8566528713,0.4513916756,1.264304677,1.137634805,0.9990902656,2.785038915,0.354857116,0.07338734268,0.4380892988,0.354857116,0.07338734268,0.4380892988,1.391115334,0.902744079,0.6180513023,0.3565070938,0.116798157,0.1284861532,0.1217411527,0.1066106936,Person 51
0.6161196441,0.9126927234,0.9839892934,0.8680018305,0.4485395801,1.247108495,1.143831904,0.9882981021,2.754001322,0.2943870591,0.05398570448,0.3910923512,0.2943870591,0.05398570448,0.3910923512,1.444543993,0.9087341342,0.6190452069,0.3625191868,0.1199258679,0.1298092837,0.122257303,0.107769521,Person 51
0.6227600436,0.8879406077,0.9811717122,0.8551171981,0.4517999252,1.26905399,1.132202821,0.9927987764,2.798370842,0.4225776979,0.07100176384,0.4753535183,0.4225776979,0.07100176384,0.4753535183,1.384089391,0.9113800262,0.6202185029,0.3572358216,0.1143305457,0.1263596672,0.1212049759,0.1054040214,Person 51
0.6118862173,0.8975949759,0.9870590045,0.8522311429,0.4539224929,1.286832574,1.133237426,1.001902979,2.821446458,0.358424518,0.04529436042,0.4719066447,0.358424518,0.04529436042,0.4719066447,1.39035564,0.9031676814,0.6199416268,0.3586459266,0.1151996838,0.1259767364,0.1211808058,0.1047883657,Person 51
0.594864376,0.9052997475,0.9296728911,0.7462955525,0.4386014278,1.199981345,1.111833735,1.021865069,2.661923435,0.3050562571,0.2265434784,0.5907101942,0.3050562571,0.2265434784,0.5907101942,1.795551802,1.098774043,0.7397506724,0.3552091749,0.11774167,0.1342169663,0.1209944967,0.09770379502,Person 53
0.5949546743,0.9087742412,0.9247507787,0.744388864,0.4398490152,1.195546159,1.116191989,1.024890633,2.678954745,0.2906949357,0.2397849888,0.5747312587,0.2906949357,0.2397849888,0.5747312587,1.897666063,1.117166193,0.7447638139,0.3658126223,0.1182737597,0.133286922,0.1202616317,0.09709090113,Person 53
0.5965157579,0.9003042695,0.9191867019,0.7325799093,0.4422779362,1.209053715,1.113956169,1.025108735,2.689291098,0.3281747885,0.2660182826,0.6142654692,0.3281747885,0.2660182826,0.6142654692,1.870561245,1.108432567,0.7443121306,0.3704744803,0.1168701629,0.1341584025,0.1186150409,0.09447568554,Person 53
0.5968495519,0.9061719698,0.9283267923,0.7486772922,0.4379057483,1.20962112,1.112426509,1.015656909,2.685148518,0.3033340772,0.2317103565,0.5807839642,0.3033340772,0.2317103565,0.5807839642,1.914571355,1.117694034,0.7462547603,0.3741921737,0.1173278937,0.1318700105,0.119377245,0.09635407714,Person 53
0.6039319125,0.9025532058,0.9150775086,0.7343574754,0.4416255151,1.205977572,1.110815799,1.016516715,2.68276293,0.3263223231,0.284381902,0.6051813359,0.3263223231,0.284381902,0.6051813359,1.88720503,1.107773065,0.7378231892,0.3748377826,0.1170364057,0.133667891,0.1184065641,0.09492240448,Person 53
0.6009914274,0.9192051017,0.9235241567,0.7375626204,0.4410089531,1.206892327,1.110706673,1.015417539,2.721811412,0.2539014028,0.2403285887,0.5843920339,0.2539014028,0.2403285887,0.5843920339,1.94944602,1.102622362,0.736080177,0.3653165128,0.1187784748,0.1329921512,0.119634502,0.09486824709,Person 53
0.6013959939,0.9078723822,0.9270598864,0.7449378292,0.437658667,1.212588963,1.109589802,1.013144468,2.684233207,0.3006026606,0.2379958665,0.5942449862,0.3006026606,0.2379958665,0.5942449862,1.928479373,1.113787105,0.7423743445,0.3793000305,0.1171162963,0.1315130188,0.1193035465,0.09534313471,Person 53
0.602924949,0.9142064816,0.9250271741,0.735594295,0.4380593373,1.197879993,1.109925015,1.015653142,2.709897311,0.2756139038,0.2408521484,0.608558039,0.2756139038,0.2408521484,0.608558039,2.058474744,1.140523643,0.7615939149,0.377737387,0.1191326032,0.133361755,0.1200263516,0.09486982083,Person 53
0.6156037423,0.9079552791,0.898964693,0.6778097654,0.4361430478,1.091283754,1.125613995,0.8208140825,2.86706468,0.3148426101,0.3455952654,0.7564691811,0.3148426101,0.3455952654,0.7564691811,1.447206897,0.8608255925,0.4952879973,0.1518809082,0.1270439009,0.145007117,0.1256762046,0.09345852087,Person 54
0.6121560839,0.9056973983,0.8945135586,0.6734936474,0.4390934162,1.076866979,1.124323562,0.8194993148,2.851672929,0.3212583614,0.3593580741,0.7529431134,0.3212583614,0.3593580741,0.7529431134,1.458322366,0.8596778238,0.498665605,0.1540997412,0.1279762555,0.1458555628,0.1264055486,0.09407623227,Person 54
0.6186294258,0.8953239008,0.9011267205,0.6873263845,0.4354725451,1.09928876,1.120041168,0.8180579439,2.840787927,0.3783093221,0.3573373828,0.7726946335,0.3783093221,0.3573373828,0.7726946335,1.407919761,0.8535966299,0.496997785,0.153101099,0.1233645943,0.1442717068,0.1250433106,0.09484844442,Person 54
0.610735482,0.9008372939,0.8912456117,0.6658864946,0.4398169191,1.057656787,1.122140206,0.8109710337,2.839472646,0.341820361,0.3748835195,0.7768276785,0.341820361,0.3748835195,0.7768276785,1.449263403,0.8498948682,0.4934125154,0.1544429195,0.1304152941,0.1482835734,0.1265657782,0.092709652,Person 54
0.6205840277,0.9095008897,0.8941962606,0.6780533144,0.4386545928,1.078209905,1.124087876,0.8158584272,2.885000698,0.3132358207,0.3662082536,0.7481146817,0.3132358207,0.3662082536,0.7481146817,1.449972348,0.8466780237,0.4962982916,0.1591713104,0.128509737,0.1470862359,0.1257132251,0.09387846383,Person 54
0.6197770825,0.8966892431,0.9015712325,0.6859708205,0.4348230673,1.111433337,1.123194918,0.825787264,2.818691398,0.373081329,0.3554512281,0.7785877352,0.373081329,0.3554512281,0.7785877352,1.43177884,0.8554052534,0.5098957865,0.1607427037,0.1224749221,0.1420650481,0.124033358,0.09437500718,Person 54
0.6093167847,0.8984908616,0.8933311351,0.6792256205,0.4348749975,1.075957226,1.123487761,0.8103686743,2.848764784,0.3510312524,0.3688742298,0.7404035553,0.3510312524,0.3688742298,0.7404035553,1.443831007,0.8570348834,0.5012406475,0.1566258104,0.1258247988,0.1461387619,0.1254260285,0.09457957491,Person 54
0.6117641249,0.8809938419,0.9274477256,0.7225662221,0.4415823286,1.136451465,1.123302978,0.7954799162,2.855762134,0.4420246003,0.2694809297,0.7609914157,0.4420246003,0.2694809297,0.7609914157,0.8456827456,0.6518382085,0.3708056497,0.05110694782,0.1169250326,0.1400686029,0.1261558894,0.09925207141,Person 54
0.5972857853,0.8401833191,0.8807737115,0.7112548526,0.4461574325,1.139724652,1.109686044,0.9138413589,2.856623588,0.6579592568,0.4908501402,0.6979027584,0.6579592568,0.4908501402,0.6979027584,1.416720245,1.100100497,0.7151484821,0.3807220545,0.113988831,0.1386035139,0.1159174406,0.09316657122,Person 55
0.5979603236,0.8405451215,0.8756804342,0.7140681533,0.4454165424,1.119019856,1.108617627,0.9086931194,2.878571118,0.6573160389,0.5124787985,0.6662094338,0.6573160389,0.5124787985,0.6662094338,1.44155835,1.14457395,0.7230151188,0.39043564,0.1144313639,0.1406027819,0.1174459978,0.09474902322,Person 55
0.591245336,0.8494832221,0.8739723031,0.7135054544,0.4478614042,1.106637337,1.106368783,0.9031928843,2.846930884,0.5828609436,0.4880294632,0.6213915825,0.5828609436,0.4880294632,0.6213915825,1.519113508,1.13710754,0.7162699043,0.391596003,0.1185400255,0.1422008775,0.1171262624,0.09476043242,Person 55
0.5869152962,0.8526560674,0.8759142863,0.6991665875,0.4475781147,1.099203973,1.108274808,0.9141147451,2.896121779,0.5544649091,0.4669427019,0.6651132153,0.5544649091,0.4669427019,0.6651132153,1.552425662,1.185064662,0.741365231,0.3946250795,0.1168844297,0.1415832499,0.1191035105,0.09367919366,Person 55
0.5902877851,0.8434078917,0.8658048678,0.7022451348,0.4464860007,1.103793426,1.10831121,0.9093881822,2.875863464,0.6186474493,0.5301638578,0.6461744001,0.6186474493,0.5301638578,0.6461744001,1.509309296,1.172870748,0.7246427135,0.3973743527,0.1161632949,0.1429871676,0.1153565619,0.09221952392,Person 55
0.5786110427,0.8405928976,0.8701740028,0.6983145695,0.4472537334,1.097155295,1.107290162,0.9129313975,2.875344711,0.6084661947,0.4955533934,0.6559974673,0.6084661947,0.4955533934,0.6559974673,1.502251647,1.191737558,0.7323352686,0.3965596305,0.1156934191,0.1422571492,0.1175047052,0.09337121486,Person 55
0.5831453611,0.8362375629,0.8690910918,0.7016890986,0.4466877877,1.112275914,1.106313506,0.9161226742,2.85793381,0.6470465542,0.5172380154,0.661426911,0.6470465542,0.5172380154,0.661426911,1.512447902,1.188435341,0.737445167,0.3994490976,0.1138263343,0.1413649459,0.1160498727,0.09282275238,Person 55
0.5751144688,0.8610798124,0.8996313056,0.7110397124,0.4483642434,1.139077575,1.11940121,1.010941425,2.78609028,0.4857937881,0.3509820216,0.6594910794,0.4857937881,0.3509820216,0.6594910794,1.742196684,1.296832299,0.8906647138,0.4789370021,0.1141904998,0.1384878588,0.1189907056,0.09287191792,Person 55
0.589262391,0.8715140127,0.9313219603,0.7712177041,0.4500540826,1.214316274,1.108826716,0.9137968379,2.788990256,0.4552178885,0.2433220377,0.5672394552,0.4552178885,0.2433220377,0.5672394552,1.307779642,1.082500146,0.6718421678,0.3104595517,0.112854582,0.1370567502,0.1206957845,0.09863293731,Person 56
0.5934865184,0.876609699,0.9289889023,0.7748715034,0.4480490671,1.217931313,1.106266822,0.9169404451,2.774822345,0.4358184335,0.2508134358,0.5443475121,0.4358184335,0.2508134358,0.5443475121,1.321177688,1.094506827,0.6780325193,0.3124098248,0.1126503208,0.1365274342,0.1198172077,0.09912684758,Person 56
0.5920393632,0.8678390751,0.9239150775,0.7654848966,0.4503120246,1.206786145,1.101590189,0.9084161972,2.786211468,0.4791916712,0.2758702028,0.5744392545,0.4791916712,0.2758702028,0.5744392545,1.302667237,1.076955005,0.6667980661,0.3073231655,0.1148904281,0.1385695586,0.1193742071,0.09740506711,Person 56
0.6062209595,0.8872639366,0.9382047222,0.7765713576,0.4491414812,1.219477565,1.100580408,0.9019390685,2.770430698,0.4011346044,0.2198783917,0.5751197423,0.4011346044,0.2198783917,0.5751197423,1.319368703,1.082660127,0.6747899857,0.3056290445,0.1136356878,0.1363913083,0.1206695522,0.0997887821,Person 56
0.6051226133,0.8831098853,0.9345135763,0.7744810763,0.4501255987,1.225156299,1.1055646,0.9111195683,2.786233479,0.4204872904,0.2355734606,0.5756828322,0.4204872904,0.2355734606,0.5756828322,1.310964443,1.076849555,0.670413591,0.31290924,0.112152373,0.1352323845,0.1205617835,0.09897991298,Person 56
0.6093612436,0.881922845,0.9409120257,0.7757449088,0.4499136346,1.225915437,1.105676869,0.9002574972,2.79746604,0.4332127284,0.2167875957,0.6059808723,0.4332127284,0.2167875957,0.6059808723,1.289185066,1.06452235,0.6677497243,0.3066634032,0.1136073148,0.1364670264,0.1213919444,0.09881297746,Person 56
0.6070673276,0.8831584562,0.9313938817,0.7670881995,0.4485952321,1.20112923,1.104332396,0.888759119,2.791626777,0.4231991966,0.2484908467,0.5951139503,0.4231991966,0.2484908467,0.5951139503,1.307655238,1.065011641,0.6610257206,0.300725456,0.1146816536,0.1392613855,0.1210303145,0.09737566487,Person 56
0.6068386847,0.8887563928,0.940050652,0.7714213961,0.4480602521,1.220477296,1.102159669,0.8946145315,2.780435832,0.3945960257,0.2126483946,0.5981506339,0.3945960257,0.2126483946,0.5981506339,1.31679714,1.065470384,0.6805773572,0.306096501,0.1140941366,0.1364066214,0.1215668417,0.09790345397,Person 56
0.597748789,0.8622953702,0.9069912103,0.7383795039,0.4425622359,1.189112173,1.130489986,0.918124845,2.673812991,0.520530748,0.3515781203,0.637361124,0.520530748,0.3515781203,0.637361124,1.118979566,0.8591658756,0.5873890237,0.2607593462,0.1132758029,0.1338723386,0.1171296333,0.09494410151,Person 57
0.5918821334,0.8584389404,0.9080699015,0.7392455508,0.4442523196,1.182360788,1.126239418,0.9209988301,2.685848061,0.5310727613,0.3448799508,0.6333522397,0.5310727613,0.3448799508,0.6333522397,1.149817245,0.8746732185,0.5907804656,0.2668379654,0.1125252652,0.1350629921,0.1178989135,0.09547430031,Person 57
0.5936541122,0.8595165602,0.9053692973,0.741050244,0.4428620008,1.193797795,1.126599259,0.9225627787,2.689811916,0.5284064779,0.3559385816,0.618060409,0.5284064779,0.3559385816,0.618060409,1.149153426,0.875175152,0.5882179283,0.2697845402,0.112245097,0.1351031615,0.1172829725,0.09506009808,Person 57
0.5881625856,0.8597242917,0.9074719511,0.7392519252,0.4433695965,1.192384331,1.126190944,0.9241842444,2.684197823,0.5165518743,0.3407256869,0.6194541502,0.5165518743,0.3407256869,0.6194541502,1.148025071,0.8759934365,0.5926779561,0.265050229,0.1122577129,0.1345268689,0.1173265714,0.09511712687,Person 57
0.5935845672,0.8570329147,0.9080413958,0.7371020594,0.4425613935,1.18592846,1.128706817,0.919403791,2.689120732,0.5426759617,0.3490574342,0.6488533256,0.5426759617,0.3490574342,0.6488533256,1.14437851,0.8730824082,0.5941148509,0.2631392074,0.1119339737,0.13384823,0.1176800069,0.09529240307,Person 57
0.5822352423,0.8542847051,0.9025596463,0.729411163,0.4453956848,1.185470894,1.133946662,0.9345378186,2.694335713,0.5356205942,0.3581714617,0.6364595669,0.5356205942,0.3581714617,0.6364595669,1.207120121,0.9107929065,0.6117342247,0.2742001063,0.1125186476,0.1344252941,0.1166471212,0.09363315114,Person 57
0.5905587084,0.8547604066,0.9071331961,0.7394872841,0.4420131024,1.176071966,1.134348811,0.9144573385,2.665091505,0.5497299767,0.3514996478,0.6345376018,0.5497299767,0.3514996478,0.6345376018,1.154054423,0.884485985,0.5933354571,0.2647150422,0.1127769255,0.1355574405,0.1175562494,0.09539629965,Person 57
0.5793837528,0.8615791233,0.9057281857,0.7268051463,0.4547574181,1.145344189,1.096453775,0.8695275563,2.755890652,0.4905143429,0.3340657722,0.6340395984,0.4905143429,0.3340657722,0.6340395984,1.291135745,1.084570909,0.6668703333,0.3039597033,0.1136385035,0.1440427212,0.1211999337,0.09606793354,Person 57
0.5737638461,0.8558125017,0.9240888769,0.6901365859,0.4558266889,1.09888354,1.119162301,0.8807510183,2.746941947,0.5112149818,0.2691419428,0.8294749377,0.5112149818,0.2691419428,0.8294749377,1.458066794,1.042150008,0.6484486836,0.2744717312,0.1242162464,0.145648488,0.1264798587,0.09329370922,Person 58
0.5537798033,0.855216207,0.8930920681,0.6709319059,0.4620453962,1.054094736,1.126369662,0.8825981003,2.730057333,0.4803128992,0.3546616486,0.7370050844,0.4803128992,0.3546616486,0.7370050844,1.531803528,1.052746503,0.6229610331,0.2834334813,0.1287987017,0.149703455,0.125324943,0.09187827496,Person 58
0.5658060483,0.87607732,0.9087647995,0.6730072276,0.4588674645,1.073495016,1.124390302,0.8798386209,2.800622695,0.3994010769,0.2940497843,0.7598433802,0.3994010769,0.2940497843,0.7598433802,1.550601883,1.033833917,0.6371827727,0.2726122217,0.1280917081,0.1469733525,0.1267996345,0.09201341154,Person 58
0.5492724996,0.8557625282,0.8848920539,0.6627628736,0.4637493364,1.018628179,1.131794181,0.8739570503,2.717462473,0.4706106509,0.3755683231,0.7247517363,0.4706106509,0.3755683231,0.7247517363,1.511665826,1.039966384,0.6121200779,0.2781094391,0.1342090267,0.1510889065,0.1284163945,0.09333920712,Person 58
0.5663811168,0.8703683057,0.9056209917,0.6781889155,0.4591298901,1.07536264,1.123304533,0.8716168268,2.766596143,0.4264380179,0.3104703481,0.7481633585,0.4264380179,0.3104703481,0.7481633585,1.483337209,0.9982102587,0.5997523428,0.2575198574,0.1283833468,0.1474080652,0.1263314077,0.09300343707,Person 58
0.565523977,0.8681438011,0.9011726174,0.6731937583,0.457754725,1.080269494,1.122527231,0.8728420621,2.750971111,0.4357156684,0.3265727317,0.7533507091,0.4357156684,0.3265727317,0.7533507091,1.480613676,1.003270898,0.595482641,0.2544415127,0.1271949723,0.1480455092,0.1252911137,0.09179653537,Person 58
0.5646189485,0.8705607015,0.9022662358,0.6677267228,0.459958449,1.05586052,1.126159352,0.8688437305,2.723998194,0.4230847777,0.3194521938,0.7666149218,0.4230847777,0.3194521938,0.7666149218,1.491652619,0.9990541483,0.5920324049,0.2538853008,0.1317983776,0.1495128367,0.1289870283,0.09311835048,Person 58
0.57045108,0.8624362437,0.8944630767,0.6722002186,0.4609460516,1.045348581,1.124166296,0.8618352489,2.741540323,0.4711326926,0.3614461843,0.7612128485,0.4711326926,0.3614461843,0.7612128485,1.4729999,0.9983172569,0.5832702438,0.2596124249,0.1300736965,0.1498979602,0.1272888301,0.09239401993,Person 58
0.5708718824,0.8471477633,0.9176858897,0.6779965327,0.4553108834,1.213479866,1.126146977,0.9083407208,2.586481302,0.5532594313,0.297941717,0.8675725013,0.5532594313,0.297941717,0.8675725013,1.11517227,0.8342095526,0.550190089,0.2370361207,0.1187676481,0.1361720242,0.1168956812,0.08653727089,Person 59
0.5698718017,0.8523505477,0.9207733738,0.6791557397,0.4561832246,1.201743627,1.129028509,0.9071483747,2.606166594,0.5226922533,0.2804693357,0.8553480129,0.5226922533,0.2804693357,0.8553480129,1.133070178,0.8436064219,0.5569909916,0.242501955,0.1217599,0.1367067676,0.118959253,0.08760703925,Person 59
0.5565767989,0.8365527467,0.9075603451,0.6623719439,0.4584340523,1.174154453,1.13234172,0.9135662309,2.594716766,0.5837903384,0.3301699865,0.8757480887,0.5837903384,0.3301699865,0.8757480887,1.097997163,0.8645413835,0.5617456027,0.2450977405,0.1208791438,0.1387865341,0.1185844037,0.08681910019,Person 59
0.5729246552,0.8505905413,0.9118506082,0.6752278159,0.4584947354,1.184851929,1.131633942,0.9133614718,2.647118933,0.5380907998,0.317465689,0.852185321,0.5380907998,0.317465689,0.852185321,1.117543789,0.8539706128,0.5606849777,0.2488654051,0.1189893849,0.1380919198,0.1193055584,0.08849520829,Person 59
0.5697540326,0.8571193002,0.9253935347,0.6847857063,0.452242036,1.226174552,1.127971343,0.9069771208,2.650536203,0.4972093564,0.2596224167,0.837289177,0.4972093564,0.2596224167,0.837289177,1.116702568,0.8341105034,0.5387554669,0.2412228924,0.1195781869,0.1346787953,0.1168795569,0.08659868191,Person 59
0.5759700277,0.8627022724,0.9318281453,0.673207518,0.4569428628,1.203124808,1.127197284,0.9163972443,2.629742422,0.4788360224,0.2377544066,0.9019586463,0.4788360224,0.2377544066,0.9019586463,1.181910744,0.8601595988,0.5599347559,0.2561036634,0.1244097065,0.1373238668,0.1212046072,0.08742759998,Person 59
0.5588540298,0.8516196794,0.9372419219,0.6876621447,0.4574473534,1.222306366,1.126234501,0.9231361077,2.647418149,0.5068228489,0.2143628469,0.852489961,0.5068228489,0.2143628469,0.852489961,1.143370605,0.8431168509,0.5591591137,0.2570862518,0.1202008102,0.1340998622,0.1189563453,0.08781245279,Person 59
0.5732044421,0.8537544532,0.9186243558,0.6792708133,0.4584774506,1.222584747,1.133089281,0.9274785597,2.671251325,0.5212815579,0.2900575336,0.8531581999,0.5212815579,0.2900575336,0.8531581999,1.122524076,0.8367492486,0.5478959574,0.254984492,0.1197304534,0.1346746586,0.1178785995,0.08725598492,Person 59
0.5289341037,0.8263642601,0.8839473741,0.6951763808,0.4418020927,1.050482712,1.140740936,0.8878168969,2.509238085,0.5837866006,0.3901844632,0.6346733485,0.5837866006,0.3901844632,0.6346733485,1.133441628,0.8375460854,0.4808972396,0.2316747404,0.1208299646,0.1444711439,0.123285354,0.09330954146,Person 60
0.5236717896,0.8196515394,0.8856034281,0.6884987597,0.4419708423,1.03823899,1.143977298,0.8882049249,2.538691688,0.6093270256,0.3865013468,0.6659397086,0.6093270256,0.3865013468,0.6659397086,1.118542049,0.8235734074,0.4684678964,0.2288802709,0.1203454286,0.1448577195,0.1255014077,0.09342150206,Person 60
0.5259352734,0.821302961,0.8899384071,0.6891098969,0.4430181864,1.035790408,1.14505912,0.8893278848,2.50571776,0.6049986049,0.3726257052,0.6799271505,0.6049986049,0.3726257052,0.6799271505,1.117855484,0.8201449327,0.469669859,0.2252866241,0.122539807,0.1433997548,0.1263280826,0.09345371469,Person 60
0.5223958573,0.8182162952,0.8880094825,0.694793288,0.4414650407,1.043046711,1.141784465,0.8817742918,2.521359204,0.6145069155,0.3785759981,0.6531536355,0.6145069155,0.3785759981,0.6531536355,1.109379038,0.8182527548,0.4631095362,0.221310893,0.122150347,0.1436678487,0.1259868468,0.09408476872,Person 60
0.5195050313,0.8209848087,0.8876060736,0.6898402301,0.442947662,1.041024192,1.140422551,0.8812531724,2.533652857,0.5937883887,0.3728075142,0.6559837782,0.5937883887,0.3728075142,0.6559837782,1.109202722,0.8138280664,0.4634781315,0.2201657801,0.1216672005,0.1437399757,0.1258202577,0.09362773863,Person 60
0.5120559565,0.8142594389,0.8761711428,0.6737936799,0.444770486,1.016114969,1.141013627,0.8790748731,2.532376921,0.6146208494,0.4097532439,0.6696728351,0.6146208494,0.4097532439,0.6696728351,1.125017879,0.8278546645,0.4605718823,0.220669277,0.123617174,0.1446995351,0.1254309892,0.09217409262,Person 60
0.5231229183,0.8273061724,0.8845902968,0.6936769362,0.4377339521,1.06539465,1.140264964,0.879427504,2.555142761,0.5677295684,0.3794084705,0.6276261365,0.5677295684,0.3794084705,0.6276261365,1.123172752,0.8238888782,0.4616890745,0.2191247908,0.1173658755,0.14382201,0.1223488894,0.09167009095,Person 60
0.5450218009,0.8400963163,0.8999778557,0.7128833624,0.4440246041,1.002419241,1.123787882,0.9413688202,2.512657984,0.5419095017,0.3389724937,0.6340584615,0.5419095017,0.3389724937,0.6340584615,1.700589023,1.255112347,0.6888554705,0.3874480526,0.1230688801,0.1497157552,0.1290500761,0.09745342702,Person 60
0.6144947827,0.8923295712,0.9168801425,0.7671320655,0.4513937973,1.135129362,1.117686193,0.794236249,2.945529182,0.3875340069,0.2991700858,0.5389824573,0.3875340069,0.2991700858,0.5389824573,1.211136804,0.8880499137,0.5267864796,0.2071798037,0.1186232797,0.1402116305,0.1245603971,0.1035263454,Person 61
